,gen_loss,real_acc,fake_acc,fake_loss,real_loss
508,"tf.Tensor(0.73847425, shape=(), dtype=float32)","tf.Tensor(55.6775, shape=(), dtype=float32)","tf.Tensor(55.798, shape=(), dtype=float32)","tf.Tensor(0.67972434, shape=(), dtype=float32)","tf.Tensor(0.6844541, shape=(), dtype=float32)"
509,"tf.Tensor(0.72973675, shape=(), dtype=float32)","tf.Tensor(54.084, shape=(), dtype=float32)","tf.Tensor(54.7705, shape=(), dtype=float32)","tf.Tensor(0.6909545, shape=(), dtype=float32)","tf.Tensor(0.69778085, shape=(), dtype=float32)"
510,"tf.Tensor(0.76644605, shape=(), dtype=float32)","tf.Tensor(57.5585, shape=(), dtype=float32)","tf.Tensor(61.4135, shape=(), dtype=float32)","tf.Tensor(0.66110927, shape=(), dtype=float32)","tf.Tensor(0.6694026, shape=(), dtype=float32)"
511,"tf.Tensor(0.72920394, shape=(), dtype=float32)","tf.Tensor(56.402, shape=(), dtype=float32)","tf.Tensor(58.025, shape=(), dtype=float32)","tf.Tensor(0.6760671, shape=(), dtype=float32)","tf.Tensor(0.679988, shape=(), dtype=float32)"
512,"tf.Tensor(0.7760451, shape=(), dtype=float32)","tf.Tensor(61.4015, shape=(), dtype=float32)","tf.Tensor(63.175, shape=(), dtype=float32)","tf.Tensor(0.6521196, shape=(), dtype=float32)","tf.Tensor(0.6549728, shape=(), dtype=float32)"
513,"tf.Tensor(0.75993365, shape=(), dtype=float32)","tf.Tensor(58.565, shape=(), dtype=float32)","tf.Tensor(58.83, shape=(), dtype=float32)","tf.Tensor(0.66360515, shape=(), dtype=float32)","tf.Tensor(0.67057556, shape=(), dtype=float32)"
514,"tf.Tensor(0.7826442, shape=(), dtype=float32)","tf.Tensor(61.137, shape=(), dtype=float32)","tf.Tensor(64.8055, shape=(), dtype=float32)","tf.Tensor(0.6449945, shape=(), dtype=float32)","tf.Tensor(0.65636575, shape=(), dtype=float32)"
515,"tf.Tensor(0.7623675, shape=(), dtype=float32)","tf.Tensor(58.149, shape=(), dtype=float32)","tf.Tensor(57.9625, shape=(), dtype=float32)","tf.Tensor(0.66767967, shape=(), dtype=float32)","tf.Tensor(0.67294645, shape=(), dtype=float32)"
516,"tf.Tensor(0.7562057, shape=(), dtype=float32)","tf.Tensor(57.779, shape=(), dtype=float32)","tf.Tensor(58.0955, shape=(), dtype=float32)","tf.Tensor(0.6724809, shape=(), dtype=float32)","tf.Tensor(0.68038106, shape=(), dtype=float32)"
517,"tf.Tensor(0.7458261, shape=(), dtype=float32)","tf.Tensor(56.048, shape=(), dtype=float32)","tf.Tensor(56.6555, shape=(), dtype=float32)","tf.Tensor(0.6773882, shape=(), dtype=float32)","tf.Tensor(0.6848664, shape=(), dtype=float32)"
518,"tf.Tensor(0.7739447, shape=(), dtype=float32)","tf.Tensor(61.6275, shape=(), dtype=float32)","tf.Tensor(64.7755, shape=(), dtype=float32)","tf.Tensor(0.64712894, shape=(), dtype=float32)","tf.Tensor(0.6542759, shape=(), dtype=float32)"
519,"tf.Tensor(0.75671434, shape=(), dtype=float32)","tf.Tensor(55.9135, shape=(), dtype=float32)","tf.Tensor(56.532, shape=(), dtype=float32)","tf.Tensor(0.67687994, shape=(), dtype=float32)","tf.Tensor(0.6842226, shape=(), dtype=float32)"
520,"tf.Tensor(0.7361238, shape=(), dtype=float32)","tf.Tensor(57.301, shape=(), dtype=float32)","tf.Tensor(58.6755, shape=(), dtype=float32)","tf.Tensor(0.6736108, shape=(), dtype=float32)","tf.Tensor(0.6781226, shape=(), dtype=float32)"
521,"tf.Tensor(0.74247485, shape=(), dtype=float32)","tf.Tensor(56.7505, shape=(), dtype=float32)","tf.Tensor(58.21, shape=(), dtype=float32)","tf.Tensor(0.67255676, shape=(), dtype=float32)","tf.Tensor(0.6769394, shape=(), dtype=float32)"
522,"tf.Tensor(0.77647746, shape=(), dtype=float32)","tf.Tensor(61.1445, shape=(), dtype=float32)","tf.Tensor(62.6075, shape=(), dtype=float32)","tf.Tensor(0.6493782, shape=(), dtype=float32)","tf.Tensor(0.6552603, shape=(), dtype=float32)"
523,"tf.Tensor(0.8145995, shape=(), dtype=float32)","tf.Tensor(64.1615, shape=(), dtype=float32)","tf.Tensor(64.9465, shape=(), dtype=float32)","tf.Tensor(0.63093495, shape=(), dtype=float32)","tf.Tensor(0.6362858, shape=(), dtype=float32)"
524,"tf.Tensor(0.7702227, shape=(), dtype=float32)","tf.Tensor(59.21, shape=(), dtype=float32)","tf.Tensor(59.189, shape=(), dtype=float32)","tf.Tensor(0.66233635, shape=(), dtype=float32)","tf.Tensor(0.6661423, shape=(), dtype=float32)"
525,"tf.Tensor(0.75515497, shape=(), dtype=float32)","tf.Tensor(58.6725, shape=(), dtype=float32)","tf.Tensor(60.571, shape=(), dtype=float32)","tf.Tensor(0.66436255, shape=(), dtype=float32)","tf.Tensor(0.67054003, shape=(), dtype=float32)"
526,"tf.Tensor(0.8069803, shape=(), dtype=float32)","tf.Tensor(63.019, shape=(), dtype=float32)","tf.Tensor(64.422, shape=(), dtype=float32)","tf.Tensor(0.6389793, shape=(), dtype=float32)","tf.Tensor(0.6470621, shape=(), dtype=float32)"
527,"tf.Tensor(0.757129, shape=(), dtype=float32)","tf.Tensor(57.688, shape=(), dtype=float32)","tf.Tensor(58.1845, shape=(), dtype=float32)","tf.Tensor(0.66998124, shape=(), dtype=float32)","tf.Tensor(0.6744619, shape=(), dtype=float32)"
528,"tf.Tensor(0.7632672, shape=(), dtype=float32)","tf.Tensor(60.6535, shape=(), dtype=float32)","tf.Tensor(62.372, shape=(), dtype=float32)","tf.Tensor(0.657849, shape=(), dtype=float32)","tf.Tensor(0.6647637, shape=(), dtype=float32)"
529,"tf.Tensor(0.76407844, shape=(), dtype=float32)","tf.Tensor(56.64, shape=(), dtype=float32)","tf.Tensor(55.8315, shape=(), dtype=float32)","tf.Tensor(0.67934245, shape=(), dtype=float32)","tf.Tensor(0.683415, shape=(), dtype=float32)"
530,"tf.Tensor(0.7709994, shape=(), dtype=float32)","tf.Tensor(60.894, shape=(), dtype=float32)","tf.Tensor(63.6635, shape=(), dtype=float32)","tf.Tensor(0.6513978, shape=(), dtype=float32)","tf.Tensor(0.658643, shape=(), dtype=float32)"
531,"tf.Tensor(0.78500813, shape=(), dtype=float32)","tf.Tensor(61.7085, shape=(), dtype=float32)","tf.Tensor(64.055, shape=(), dtype=float32)","tf.Tensor(0.6482917, shape=(), dtype=float32)","tf.Tensor(0.6520451, shape=(), dtype=float32)"
532,"tf.Tensor(0.76409143, shape=(), dtype=float32)","tf.Tensor(59.489, shape=(), dtype=float32)","tf.Tensor(60.655, shape=(), dtype=float32)","tf.Tensor(0.6639892, shape=(), dtype=float32)","tf.Tensor(0.6711577, shape=(), dtype=float32)"
533,"tf.Tensor(0.75843424, shape=(), dtype=float32)","tf.Tensor(58.456, shape=(), dtype=float32)","tf.Tensor(59.297, shape=(), dtype=float32)","tf.Tensor(0.67026013, shape=(), dtype=float32)","tf.Tensor(0.6768397, shape=(), dtype=float32)"
534,"tf.Tensor(0.77201384, shape=(), dtype=float32)","tf.Tensor(57.988, shape=(), dtype=float32)","tf.Tensor(60.051, shape=(), dtype=float32)","tf.Tensor(0.6638503, shape=(), dtype=float32)","tf.Tensor(0.6739957, shape=(), dtype=float32)"
535,"tf.Tensor(0.7643862, shape=(), dtype=float32)","tf.Tensor(59.7395, shape=(), dtype=float32)","tf.Tensor(62.062, shape=(), dtype=float32)","tf.Tensor(0.6568767, shape=(), dtype=float32)","tf.Tensor(0.6628528, shape=(), dtype=float32)"
536,"tf.Tensor(0.76634014, shape=(), dtype=float32)","tf.Tensor(58.1355, shape=(), dtype=float32)","tf.Tensor(59.3395, shape=(), dtype=float32)","tf.Tensor(0.6641412, shape=(), dtype=float32)","tf.Tensor(0.6715774, shape=(), dtype=float32)"
537,"tf.Tensor(0.75973535, shape=(), dtype=float32)","tf.Tensor(60.1905, shape=(), dtype=float32)","tf.Tensor(62.89, shape=(), dtype=float32)","tf.Tensor(0.65818226, shape=(), dtype=float32)","tf.Tensor(0.66417956, shape=(), dtype=float32)"
538,"tf.Tensor(0.7596634, shape=(), dtype=float32)","tf.Tensor(62.7925, shape=(), dtype=float32)","tf.Tensor(66.5035, shape=(), dtype=float32)","tf.Tensor(0.6483198, shape=(), dtype=float32)","tf.Tensor(0.6528301, shape=(), dtype=float32)"
539,"tf.Tensor(0.7877489, shape=(), dtype=float32)","tf.Tensor(59.835, shape=(), dtype=float32)","tf.Tensor(59.0285, shape=(), dtype=float32)","tf.Tensor(0.6596093, shape=(), dtype=float32)","tf.Tensor(0.663325, shape=(), dtype=float32)"
540,"tf.Tensor(0.8080841, shape=(), dtype=float32)","tf.Tensor(64.1165, shape=(), dtype=float32)","tf.Tensor(67.8115, shape=(), dtype=float32)","tf.Tensor(0.6262078, shape=(), dtype=float32)","tf.Tensor(0.63732415, shape=(), dtype=float32)"
541,"tf.Tensor(0.78255576, shape=(), dtype=float32)","tf.Tensor(60.675, shape=(), dtype=float32)","tf.Tensor(64.3505, shape=(), dtype=float32)","tf.Tensor(0.6495555, shape=(), dtype=float32)","tf.Tensor(0.6587574, shape=(), dtype=float32)"
542,"tf.Tensor(0.77977663, shape=(), dtype=float32)","tf.Tensor(59.412, shape=(), dtype=float32)","tf.Tensor(60.412, shape=(), dtype=float32)","tf.Tensor(0.65978855, shape=(), dtype=float32)","tf.Tensor(0.6626525, shape=(), dtype=float32)"
543,"tf.Tensor(0.7864047, shape=(), dtype=float32)","tf.Tensor(62.12, shape=(), dtype=float32)","tf.Tensor(63.276, shape=(), dtype=float32)","tf.Tensor(0.64582175, shape=(), dtype=float32)","tf.Tensor(0.65125066, shape=(), dtype=float32)"
544,"tf.Tensor(0.75140417, shape=(), dtype=float32)","tf.Tensor(58.8385, shape=(), dtype=float32)","tf.Tensor(60.465, shape=(), dtype=float32)","tf.Tensor(0.6619742, shape=(), dtype=float32)","tf.Tensor(0.66888005, shape=(), dtype=float32)"
545,"tf.Tensor(0.8006918, shape=(), dtype=float32)","tf.Tensor(65.2735, shape=(), dtype=float32)","tf.Tensor(68.9225, shape=(), dtype=float32)","tf.Tensor(0.62713337, shape=(), dtype=float32)","tf.Tensor(0.63342893, shape=(), dtype=float32)"
546,"tf.Tensor(0.804413, shape=(), dtype=float32)","tf.Tensor(62.344, shape=(), dtype=float32)","tf.Tensor(63.4565, shape=(), dtype=float32)","tf.Tensor(0.63758457, shape=(), dtype=float32)","tf.Tensor(0.64609814, shape=(), dtype=float32)"
547,"tf.Tensor(0.78626055, shape=(), dtype=float32)","tf.Tensor(59.508, shape=(), dtype=float32)","tf.Tensor(60.0725, shape=(), dtype=float32)","tf.Tensor(0.6566171, shape=(), dtype=float32)","tf.Tensor(0.6670827, shape=(), dtype=float32)"
548,"tf.Tensor(0.7668803, shape=(), dtype=float32)","tf.Tensor(58.162, shape=(), dtype=float32)","tf.Tensor(58.383, shape=(), dtype=float32)","tf.Tensor(0.66773087, shape=(), dtype=float32)","tf.Tensor(0.6777794, shape=(), dtype=float32)"
549,"tf.Tensor(0.7596827, shape=(), dtype=float32)","tf.Tensor(58.218, shape=(), dtype=float32)","tf.Tensor(60.16, shape=(), dtype=float32)","tf.Tensor(0.66609925, shape=(), dtype=float32)","tf.Tensor(0.67214537, shape=(), dtype=float32)"
550,"tf.Tensor(0.7884981, shape=(), dtype=float32)","tf.Tensor(60.188, shape=(), dtype=float32)","tf.Tensor(60.973, shape=(), dtype=float32)","tf.Tensor(0.65020645, shape=(), dtype=float32)","tf.Tensor(0.6588868, shape=(), dtype=float32)"
551,"tf.Tensor(0.7903937, shape=(), dtype=float32)","tf.Tensor(61.181, shape=(), dtype=float32)","tf.Tensor(64.58, shape=(), dtype=float32)","tf.Tensor(0.64447343, shape=(), dtype=float32)","tf.Tensor(0.6555383, shape=(), dtype=float32)"
552,"tf.Tensor(0.8007853, shape=(), dtype=float32)","tf.Tensor(63.9555, shape=(), dtype=float32)","tf.Tensor(67.5465, shape=(), dtype=float32)","tf.Tensor(0.6325675, shape=(), dtype=float32)","tf.Tensor(0.64020544, shape=(), dtype=float32)"
553,"tf.Tensor(0.77330816, shape=(), dtype=float32)","tf.Tensor(59.188, shape=(), dtype=float32)","tf.Tensor(62.2665, shape=(), dtype=float32)","tf.Tensor(0.65707797, shape=(), dtype=float32)","tf.Tensor(0.66691506, shape=(), dtype=float32)"
554,"tf.Tensor(0.8017152, shape=(), dtype=float32)","tf.Tensor(60.7165, shape=(), dtype=float32)","tf.Tensor(61.126, shape=(), dtype=float32)","tf.Tensor(0.65101457, shape=(), dtype=float32)","tf.Tensor(0.6585993, shape=(), dtype=float32)"
555,"tf.Tensor(0.75172013, shape=(), dtype=float32)","tf.Tensor(58.344, shape=(), dtype=float32)","tf.Tensor(59.8775, shape=(), dtype=float32)","tf.Tensor(0.66565585, shape=(), dtype=float32)","tf.Tensor(0.6712713, shape=(), dtype=float32)"
556,"tf.Tensor(0.76690215, shape=(), dtype=float32)","tf.Tensor(57.812, shape=(), dtype=float32)","tf.Tensor(57.494, shape=(), dtype=float32)","tf.Tensor(0.6739143, shape=(), dtype=float32)","tf.Tensor(0.6794743, shape=(), dtype=float32)"
557,"tf.Tensor(0.77181923, shape=(), dtype=float32)","tf.Tensor(58.685, shape=(), dtype=float32)","tf.Tensor(59.6605, shape=(), dtype=float32)","tf.Tensor(0.663012, shape=(), dtype=float32)","tf.Tensor(0.67053014, shape=(), dtype=float32)"
558,"tf.Tensor(0.77549094, shape=(), dtype=float32)","tf.Tensor(61.4625, shape=(), dtype=float32)","tf.Tensor(64.6065, shape=(), dtype=float32)","tf.Tensor(0.6448119, shape=(), dtype=float32)","tf.Tensor(0.6535211, shape=(), dtype=float32)"
559,"tf.Tensor(0.77252936, shape=(), dtype=float32)","tf.Tensor(62.711, shape=(), dtype=float32)","tf.Tensor(65.732, shape=(), dtype=float32)","tf.Tensor(0.64521706, shape=(), dtype=float32)","tf.Tensor(0.65118456, shape=(), dtype=float32)"
560,"tf.Tensor(0.7729349, shape=(), dtype=float32)","tf.Tensor(58.2065, shape=(), dtype=float32)","tf.Tensor(58.9865, shape=(), dtype=float32)","tf.Tensor(0.66847754, shape=(), dtype=float32)","tf.Tensor(0.67521447, shape=(), dtype=float32)"
561,"tf.Tensor(0.7795204, shape=(), dtype=float32)","tf.Tensor(61.179, shape=(), dtype=float32)","tf.Tensor(64.0305, shape=(), dtype=float32)","tf.Tensor(0.6507722, shape=(), dtype=float32)","tf.Tensor(0.6590367, shape=(), dtype=float32)"
562,"tf.Tensor(0.783248, shape=(), dtype=float32)","tf.Tensor(60.4145, shape=(), dtype=float32)","tf.Tensor(63.447, shape=(), dtype=float32)","tf.Tensor(0.64477557, shape=(), dtype=float32)","tf.Tensor(0.653084, shape=(), dtype=float32)"
563,"tf.Tensor(0.76493734, shape=(), dtype=float32)","tf.Tensor(59.9135, shape=(), dtype=float32)","tf.Tensor(62.6, shape=(), dtype=float32)","tf.Tensor(0.65582776, shape=(), dtype=float32)","tf.Tensor(0.6592584, shape=(), dtype=float32)"
564,"tf.Tensor(0.7516842, shape=(), dtype=float32)","tf.Tensor(56.259, shape=(), dtype=float32)","tf.Tensor(55.661, shape=(), dtype=float32)","tf.Tensor(0.6769225, shape=(), dtype=float32)","tf.Tensor(0.67942464, shape=(), dtype=float32)"
565,"tf.Tensor(0.76016366, shape=(), dtype=float32)","tf.Tensor(61.605, shape=(), dtype=float32)","tf.Tensor(64.43, shape=(), dtype=float32)","tf.Tensor(0.65507466, shape=(), dtype=float32)","tf.Tensor(0.6609743, shape=(), dtype=float32)"
566,"tf.Tensor(0.77335745, shape=(), dtype=float32)","tf.Tensor(62.3115, shape=(), dtype=float32)","tf.Tensor(65.012, shape=(), dtype=float32)","tf.Tensor(0.6463062, shape=(), dtype=float32)","tf.Tensor(0.65167457, shape=(), dtype=float32)"
567,"tf.Tensor(0.75945324, shape=(), dtype=float32)","tf.Tensor(58.6815, shape=(), dtype=float32)","tf.Tensor(58.5495, shape=(), dtype=float32)","tf.Tensor(0.6669627, shape=(), dtype=float32)","tf.Tensor(0.6730165, shape=(), dtype=float32)"
568,"tf.Tensor(0.7504318, shape=(), dtype=float32)","tf.Tensor(59.677, shape=(), dtype=float32)","tf.Tensor(59.6885, shape=(), dtype=float32)","tf.Tensor(0.6654784, shape=(), dtype=float32)","tf.Tensor(0.67030305, shape=(), dtype=float32)"
569,"tf.Tensor(0.7274713, shape=(), dtype=float32)","tf.Tensor(53.8915, shape=(), dtype=float32)","tf.Tensor(53.936, shape=(), dtype=float32)","tf.Tensor(0.69180954, shape=(), dtype=float32)","tf.Tensor(0.69903904, shape=(), dtype=float32)"
570,"tf.Tensor(0.75123185, shape=(), dtype=float32)","tf.Tensor(60.4045, shape=(), dtype=float32)","tf.Tensor(63.383, shape=(), dtype=float32)","tf.Tensor(0.6572476, shape=(), dtype=float32)","tf.Tensor(0.6601793, shape=(), dtype=float32)"
571,"tf.Tensor(0.7457759, shape=(), dtype=float32)","tf.Tensor(58.8145, shape=(), dtype=float32)","tf.Tensor(58.888, shape=(), dtype=float32)","tf.Tensor(0.6656459, shape=(), dtype=float32)","tf.Tensor(0.66937405, shape=(), dtype=float32)"
572,"tf.Tensor(0.73884094, shape=(), dtype=float32)","tf.Tensor(56.2125, shape=(), dtype=float32)","tf.Tensor(55.398, shape=(), dtype=float32)","tf.Tensor(0.6772979, shape=(), dtype=float32)","tf.Tensor(0.6819849, shape=(), dtype=float32)"
573,"tf.Tensor(0.7565511, shape=(), dtype=float32)","tf.Tensor(58.963, shape=(), dtype=float32)","tf.Tensor(58.799, shape=(), dtype=float32)","tf.Tensor(0.6655085, shape=(), dtype=float32)","tf.Tensor(0.6712864, shape=(), dtype=float32)"
574,"tf.Tensor(0.74954325, shape=(), dtype=float32)","tf.Tensor(58.496, shape=(), dtype=float32)","tf.Tensor(60.698, shape=(), dtype=float32)","tf.Tensor(0.6666103, shape=(), dtype=float32)","tf.Tensor(0.6747543, shape=(), dtype=float32)"
575,"tf.Tensor(0.75488967, shape=(), dtype=float32)","tf.Tensor(60.6405, shape=(), dtype=float32)","tf.Tensor(64.8925, shape=(), dtype=float32)","tf.Tensor(0.65408653, shape=(), dtype=float32)","tf.Tensor(0.6607529, shape=(), dtype=float32)"
576,"tf.Tensor(0.77698976, shape=(), dtype=float32)","tf.Tensor(60.8275, shape=(), dtype=float32)","tf.Tensor(62.2515, shape=(), dtype=float32)","tf.Tensor(0.65068144, shape=(), dtype=float32)","tf.Tensor(0.65751994, shape=(), dtype=float32)"
577,"tf.Tensor(0.75811774, shape=(), dtype=float32)","tf.Tensor(58.5495, shape=(), dtype=float32)","tf.Tensor(58.474, shape=(), dtype=float32)","tf.Tensor(0.66832393, shape=(), dtype=float32)","tf.Tensor(0.67660487, shape=(), dtype=float32)"
578,"tf.Tensor(0.7695293, shape=(), dtype=float32)","tf.Tensor(59.2475, shape=(), dtype=float32)","tf.Tensor(61.1845, shape=(), dtype=float32)","tf.Tensor(0.66111004, shape=(), dtype=float32)","tf.Tensor(0.6718201, shape=(), dtype=float32)"
579,"tf.Tensor(0.754394, shape=(), dtype=float32)","tf.Tensor(56.7115, shape=(), dtype=float32)","tf.Tensor(57.725, shape=(), dtype=float32)","tf.Tensor(0.6712283, shape=(), dtype=float32)","tf.Tensor(0.6835225, shape=(), dtype=float32)"
580,"tf.Tensor(0.76395607, shape=(), dtype=float32)","tf.Tensor(58.3595, shape=(), dtype=float32)","tf.Tensor(60.4165, shape=(), dtype=float32)","tf.Tensor(0.6622191, shape=(), dtype=float32)","tf.Tensor(0.6744355, shape=(), dtype=float32)"
581,"tf.Tensor(0.77910686, shape=(), dtype=float32)","tf.Tensor(59.035, shape=(), dtype=float32)","tf.Tensor(60.763, shape=(), dtype=float32)","tf.Tensor(0.65514505, shape=(), dtype=float32)","tf.Tensor(0.6662196, shape=(), dtype=float32)"
582,"tf.Tensor(0.7366083, shape=(), dtype=float32)","tf.Tensor(54.575, shape=(), dtype=float32)","tf.Tensor(54.7105, shape=(), dtype=float32)","tf.Tensor(0.67942894, shape=(), dtype=float32)","tf.Tensor(0.68733674, shape=(), dtype=float32)"
583,"tf.Tensor(0.76009303, shape=(), dtype=float32)","tf.Tensor(57.928, shape=(), dtype=float32)","tf.Tensor(61.236, shape=(), dtype=float32)","tf.Tensor(0.66880137, shape=(), dtype=float32)","tf.Tensor(0.6782297, shape=(), dtype=float32)"
584,"tf.Tensor(0.76743007, shape=(), dtype=float32)","tf.Tensor(59.6745, shape=(), dtype=float32)","tf.Tensor(61.7515, shape=(), dtype=float32)","tf.Tensor(0.65162337, shape=(), dtype=float32)","tf.Tensor(0.6596364, shape=(), dtype=float32)"
585,"tf.Tensor(0.7265875, shape=(), dtype=float32)","tf.Tensor(53.3155, shape=(), dtype=float32)","tf.Tensor(53.471, shape=(), dtype=float32)","tf.Tensor(0.6970616, shape=(), dtype=float32)","tf.Tensor(0.70300806, shape=(), dtype=float32)"
586,"tf.Tensor(0.75931865, shape=(), dtype=float32)","tf.Tensor(58.3165, shape=(), dtype=float32)","tf.Tensor(58.643, shape=(), dtype=float32)","tf.Tensor(0.6643114, shape=(), dtype=float32)","tf.Tensor(0.6687133, shape=(), dtype=float32)"
587,"tf.Tensor(0.7353062, shape=(), dtype=float32)","tf.Tensor(56.736, shape=(), dtype=float32)","tf.Tensor(57.7765, shape=(), dtype=float32)","tf.Tensor(0.67511165, shape=(), dtype=float32)","tf.Tensor(0.6811734, shape=(), dtype=float32)"
588,"tf.Tensor(0.7720005, shape=(), dtype=float32)","tf.Tensor(60.1645, shape=(), dtype=float32)","tf.Tensor(63.0475, shape=(), dtype=float32)","tf.Tensor(0.652358, shape=(), dtype=float32)","tf.Tensor(0.6573462, shape=(), dtype=float32)"
589,"tf.Tensor(0.78965425, shape=(), dtype=float32)","tf.Tensor(61.5695, shape=(), dtype=float32)","tf.Tensor(62.661, shape=(), dtype=float32)","tf.Tensor(0.64826655, shape=(), dtype=float32)","tf.Tensor(0.65560675, shape=(), dtype=float32)"
590,"tf.Tensor(0.7635263, shape=(), dtype=float32)","tf.Tensor(57.687, shape=(), dtype=float32)","tf.Tensor(57.2795, shape=(), dtype=float32)","tf.Tensor(0.67243034, shape=(), dtype=float32)","tf.Tensor(0.68174314, shape=(), dtype=float32)"
591,"tf.Tensor(0.7560308, shape=(), dtype=float32)","tf.Tensor(58.984, shape=(), dtype=float32)","tf.Tensor(60.766, shape=(), dtype=float32)","tf.Tensor(0.6611567, shape=(), dtype=float32)","tf.Tensor(0.6680674, shape=(), dtype=float32)"
592,"tf.Tensor(0.74771655, shape=(), dtype=float32)","tf.Tensor(59.354, shape=(), dtype=float32)","tf.Tensor(62.2275, shape=(), dtype=float32)","tf.Tensor(0.6620578, shape=(), dtype=float32)","tf.Tensor(0.6675169, shape=(), dtype=float32)"
593,"tf.Tensor(0.7264499, shape=(), dtype=float32)","tf.Tensor(53.029, shape=(), dtype=float32)","tf.Tensor(52.5145, shape=(), dtype=float32)","tf.Tensor(0.6951622, shape=(), dtype=float32)","tf.Tensor(0.70071757, shape=(), dtype=float32)"
594,"tf.Tensor(0.7453722, shape=(), dtype=float32)","tf.Tensor(58.082, shape=(), dtype=float32)","tf.Tensor(59.519, shape=(), dtype=float32)","tf.Tensor(0.6655242, shape=(), dtype=float32)","tf.Tensor(0.67165214, shape=(), dtype=float32)"
595,"tf.Tensor(0.73411393, shape=(), dtype=float32)","tf.Tensor(53.3375, shape=(), dtype=float32)","tf.Tensor(52.5905, shape=(), dtype=float32)","tf.Tensor(0.69166136, shape=(), dtype=float32)","tf.Tensor(0.69762933, shape=(), dtype=float32)"
596,"tf.Tensor(0.7474455, shape=(), dtype=float32)","tf.Tensor(58.5105, shape=(), dtype=float32)","tf.Tensor(59.0815, shape=(), dtype=float32)","tf.Tensor(0.668854, shape=(), dtype=float32)","tf.Tensor(0.6744137, shape=(), dtype=float32)"
597,"tf.Tensor(0.72995096, shape=(), dtype=float32)","tf.Tensor(55.2475, shape=(), dtype=float32)","tf.Tensor(55.77, shape=(), dtype=float32)","tf.Tensor(0.68611556, shape=(), dtype=float32)","tf.Tensor(0.6902094, shape=(), dtype=float32)"
598,"tf.Tensor(0.75030893, shape=(), dtype=float32)","tf.Tensor(58.5175, shape=(), dtype=float32)","tf.Tensor(60.7865, shape=(), dtype=float32)","tf.Tensor(0.66605854, shape=(), dtype=float32)","tf.Tensor(0.6722896, shape=(), dtype=float32)"
599,"tf.Tensor(0.74521697, shape=(), dtype=float32)","tf.Tensor(59.516, shape=(), dtype=float32)","tf.Tensor(61.441, shape=(), dtype=float32)","tf.Tensor(0.66511136, shape=(), dtype=float32)","tf.Tensor(0.66801333, shape=(), dtype=float32)"
600,"tf.Tensor(0.7527035, shape=(), dtype=float32)","tf.Tensor(57.28, shape=(), dtype=float32)","tf.Tensor(58.828, shape=(), dtype=float32)","tf.Tensor(0.6725638, shape=(), dtype=float32)","tf.Tensor(0.6786283, shape=(), dtype=float32)"
601,"tf.Tensor(0.7613771, shape=(), dtype=float32)","tf.Tensor(56.992, shape=(), dtype=float32)","tf.Tensor(58.793, shape=(), dtype=float32)","tf.Tensor(0.667669, shape=(), dtype=float32)","tf.Tensor(0.6749358, shape=(), dtype=float32)"
602,"tf.Tensor(0.75377965, shape=(), dtype=float32)","tf.Tensor(59.4265, shape=(), dtype=float32)","tf.Tensor(62.559, shape=(), dtype=float32)","tf.Tensor(0.65780234, shape=(), dtype=float32)","tf.Tensor(0.6615419, shape=(), dtype=float32)"
603,"tf.Tensor(0.77984154, shape=(), dtype=float32)","tf.Tensor(60.672, shape=(), dtype=float32)","tf.Tensor(62.011, shape=(), dtype=float32)","tf.Tensor(0.6526026, shape=(), dtype=float32)","tf.Tensor(0.6577703, shape=(), dtype=float32)"
604,"tf.Tensor(0.7507607, shape=(), dtype=float32)","tf.Tensor(58.506, shape=(), dtype=float32)","tf.Tensor(59.4805, shape=(), dtype=float32)","tf.Tensor(0.66919565, shape=(), dtype=float32)","tf.Tensor(0.67667323, shape=(), dtype=float32)"
605,"tf.Tensor(0.75340223, shape=(), dtype=float32)","tf.Tensor(57.889, shape=(), dtype=float32)","tf.Tensor(59.3535, shape=(), dtype=float32)","tf.Tensor(0.6685584, shape=(), dtype=float32)","tf.Tensor(0.6753802, shape=(), dtype=float32)"
606,"tf.Tensor(0.73825204, shape=(), dtype=float32)","tf.Tensor(56.7915, shape=(), dtype=float32)","tf.Tensor(58.3575, shape=(), dtype=float32)","tf.Tensor(0.6767172, shape=(), dtype=float32)","tf.Tensor(0.68332565, shape=(), dtype=float32)"
607,"tf.Tensor(0.7683625, shape=(), dtype=float32)","tf.Tensor(63.062, shape=(), dtype=float32)","tf.Tensor(64.4605, shape=(), dtype=float32)","tf.Tensor(0.64934766, shape=(), dtype=float32)","tf.Tensor(0.6521777, shape=(), dtype=float32)"
608,"tf.Tensor(0.778592, shape=(), dtype=float32)","tf.Tensor(60.902, shape=(), dtype=float32)","tf.Tensor(61.1985, shape=(), dtype=float32)","tf.Tensor(0.651566, shape=(), dtype=float32)","tf.Tensor(0.6550657, shape=(), dtype=float32)"
609,"tf.Tensor(0.7675997, shape=(), dtype=float32)","tf.Tensor(62.512, shape=(), dtype=float32)","tf.Tensor(61.081, shape=(), dtype=float32)","tf.Tensor(0.656412, shape=(), dtype=float32)","tf.Tensor(0.6568661, shape=(), dtype=float32)"
